Original Column,Source Dataset,Source File,Data Type,Baseline Role,Stage 02 Role,Provenance Status,Recovery Rationale
Process(_Total) IO Data Operations sec,Processed_Windows_dataset,windows7_dataset.csv,str,Ignored Attribute,Relationship Property,OBSERVED,Recovered as dynamic network interaction telemetry / flow metric for directed communication edge
Process(_Total) Thread Count,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) pct_ Privileged Time,Processed_Windows_dataset,windows7_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) IO Data Bytes sec,Processed_Windows_dataset,windows7_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) IO Read Bytes sec,Processed_Windows_dataset,windows7_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) Priority Base,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Process(_Total) Handle Count,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Packets Received Unknown,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Packets Received Unknown,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Packets Received Unknown,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Bytes Received sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Bytes Received sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Bytes Received sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Bytes Sent sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Bytes Sent sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Bytes Sent sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Packets Outbound Errors,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Packets Outbound Errors,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Packets Outbound Errors,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Packets Received Discarded,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Packets Received Discarded,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Packets Received Discarded,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Bytes Total sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Bytes Total sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Bytes Total sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Packets Outbound Discarded,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Packets Outbound Discarded,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Packets Outbound Discarded,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Packets Sent Unicast sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Packets Sent Unicast sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Packets Sent Unicast sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Output Queue Length,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Network_I(isatap{B4D100D3-}) Output Queue Length,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Network_I(Intel R _Pro_1000MT) Output Queue Length,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Network_I(6TO4 Adapter) Packets Received sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Packets Received sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Packets Received sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Current Bandwidth,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Network_I(isatap{B4D100D3-}) Current Bandwidth,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Network_I(Intel R _Pro_1000MT) Current Bandwidth,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Network_I(6TO4 Adapter) Packets sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Packets sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Packets sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Packets Sent sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Packets Sent sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Packets Sent sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Packets Received Unicast sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Packets Received Unicast sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Packets Received Unicast sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Packets Sent Non-Unicast sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Packets Sent Non-Unicast sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Packets Sent Non-Unicast sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Packets Received Non-Unicast sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Packets Received Non-Unicast sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Packets Received Non-Unicast sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(6TO4 Adapter) Offloaded Connections,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Network_I(isatap{B4D100D3-}) Offloaded Connections,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Network_I(Intel R _Pro_1000MT) Offloaded Connections,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Network_I(6TO4 Adapter) Packets Received Errors,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(isatap{B4D100D3-}) Packets Received Errors,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _Pro_1000MT) Packets Received Errors,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Pool Paged Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Free & Zero Page List Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Cache Bytes Peak,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory System Code Resident Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Available Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Commit Limit,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Transition Pages RePurposed sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Pages Output sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Page Reads sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Demand Zero Faults sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Available KBytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Pages sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Cache Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Pool Nonpaged Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Page Faults sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Transition Faults sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory System Cache Resident Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Standby Cache Reserve Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Page Writes sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory System Code Total Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Standby Cache Core Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory System Driver Resident Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Standby Cache Normal Priority Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Pool Paged Allocs,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Pool Nonpaged Allocs,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory pct_ Committed Bytes In Use,Processed_Windows_dataset,windows7_dataset.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Free System Page Table Entries,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
Memory Available MBytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Modified Page List Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Cache Faults sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Committed Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
